"id","kingdom","phylum","order","family","genus","species","Lon","Lat","year","month","day","datasetName","datasetId","datasetKey","photo","bibliographicCitation","speciesAccepted","authority","status"
0,"Animalia","Chordata","Charadriiformes","Laridae","Thalasseus","Thalasseus maximus","-16.166667","11","2019","4",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Sterna maxima","(Boddaert, 1783)","unaccepted"
1,"Animalia","Chordata","Charadriiformes","Laridae","Thalasseus","Thalasseus maximus","-16.166667","11","2020","6",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Sterna maxima","(Boddaert, 1783)","unaccepted"
2,"Animalia","Chordata","Charadriiformes","Laridae","Thalasseus","Thalasseus maximus","-16.166667","11","2021","5",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Sterna maxima","(Boddaert, 1783)","unaccepted"
3,"Animalia","Chordata","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia","-16.166667","11","2019","7",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Hydroprogne caspia","(Pallas, 1770)","accepted"
4,"Animalia","Chordata","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia","-16.166667","11","2020","5",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Hydroprogne caspia","(Pallas, 1770)","accepted"
5,"Animalia","Chordata","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia","-16.166667","11","2021","4",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Hydroprogne caspia","(Pallas, 1770)","accepted"
6,"Animalia","Chordata","Charadriiformes","Laridae","Sterna","Sterna hirundo","-16.166667","11","2019","5",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Sterna hirundo","Linnaeus, 1758","accepted"
7,"Animalia","Chordata","Charadriiformes","Laridae","Sterna","Sterna hirundo","-16.166667","11","2020","6",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Sterna hirundo","Linnaeus, 1758","accepted"
8,"Animalia","Chordata","Charadriiformes","Laridae","Sterna","Sterna hirundo","-16.166667","11","2021","5",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Sterna hirundo","Linnaeus, 1758","accepted"
9,"Animalia","Chordata","Charadriiformes","Laridae","Larus","Larus cirrocephalus","-16.166667","11","2019","7",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Larus cirrocephalus","Vieillot, 1818","accepted"
10,"Animalia","Chordata","Charadriiformes","Laridae","Larus","Larus cirrocephalus","-16.166667","11","2020","6",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Larus cirrocephalus","Vieillot, 1818","accepted"
11,"Animalia","Chordata","Charadriiformes","Laridae","Larus","Larus cirrocephalus","-16.166667","11","2021","4",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Larus cirrocephalus","Vieillot, 1818","accepted"
12,"Animalia","Chordata","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus genei","-16.166667","11","2019","5",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Chroicocephalus genei","(Breme, 1839)","accepted"
13,"Animalia","Chordata","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus genei","-16.166667","11","2020","6",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Chroicocephalus genei","(Breme, 1839)","accepted"
14,"Animalia","Chordata","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus genei","-16.166667","11","2021","4",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Chroicocephalus genei","(Breme, 1839)","accepted"
15,"Animalia","Chordata","Charadriiformes","Laridae","Larus","Larus dominicanus","-16.166667","11","2019","10",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Larus dominicanus","Lichtenstein, 1823","accepted"
16,"Animalia","Chordata","Charadriiformes","Laridae","Larus","Larus dominicanus","-16.166667","11","2020","6",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Larus dominicanus","Lichtenstein, 1823","accepted"
17,"Animalia","Chordata","Charadriiformes","Laridae","Larus","Larus dominicanus","-16.166667","11","2021","5",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Larus dominicanus","Lichtenstein, 1823","accepted"
18,"Animalia","Chordata","Ciconiiformes","Threskiornithidae","Threskiornis","Threskiornis aethiopicus","-16.166667","11","2019","5",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Threskiornis aethiopicus","(Latham, 1790)","accepted"
19,"Animalia","Chordata","Ciconiiformes","Threskiornithidae","Threskiornis","Threskiornis aethiopicus","-16.166667","11","2020","6",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Threskiornis aethiopicus","(Latham, 1790)","accepted"
20,"Animalia","Chordata","Ciconiiformes","Threskiornithidae","Threskiornis","Threskiornis aethiopicus","-16.166667","11","2021","5",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Threskiornis aethiopicus","(Latham, 1790)","accepted"
21,"Animalia","Chordata","Ciconiiformes","Ardeidae","Egretta","Egretta gularis","-16.166667","11","2019","7",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Egretta gularis","(Bosc, 1792)","accepted"
22,"Animalia","Chordata","Ciconiiformes","Ardeidae","Egretta","Egretta gularis","-16.166667","11","2020","6",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Egretta gularis","(Bosc, 1792)","accepted"
23,"Animalia","Chordata","Ciconiiformes","Ardeidae","Egretta","Egretta gularis","-16.166667","11","2021","5",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Egretta gularis","(Bosc, 1792)","accepted"
24,"Animalia","Chordata","Ciconiiformes","Threskiornithidae","Platalea","Platalea alba","-16.166667","11","2019","8",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Platalea alba","Scopoli, 1786","accepted"
25,"Animalia","Chordata","Ciconiiformes","Threskiornithidae","Platalea","Platalea alba","-16.166667","11","2021","5",NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Platalea alba","Scopoli, 1786","accepted"
26,"Animalia","Chordata","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia","-15.638659","11.049411","1987",NA,NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Hydroprogne caspia","(Pallas, 1770)","accepted"
27,"Animalia","Chordata","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia","-15.968705","11.355972","1997",NA,NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Hydroprogne caspia","(Pallas, 1770)","accepted"
28,"Animalia","Chordata","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus genei","-15.968705","11.355972","1994",NA,NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Chroicocephalus genei","(Breme, 1839)","accepted"
29,"Animalia","Chordata","Charadriiformes","Laridae","Thalasseus","Thalasseus maximus","-15.968705","11.355972","1994",NA,NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Sterna maxima","(Boddaert, 1783)","unaccepted"
30,"Animalia","Chordata","Ciconiiformes","Threskiornithidae","Platalea","Platalea alba","-15.968705","11.355972","1992",NA,NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Platalea alba","Scopoli, 1786","accepted"
31,"Animalia","Chordata","Ciconiiformes","Threskiornithidae","Threskiornis","Threskiornis aethiopicus","-15.968705","11.355972","1994",NA,NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Threskiornis aethiopicus","(Latham, 1790)","accepted"
32,"Animalia","Chordata","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia","-16.166667","11","1997",NA,NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Hydroprogne caspia","(Pallas, 1770)","accepted"
33,"Animalia","Chordata","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia","-16.166667","11","2015",NA,NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Hydroprogne caspia","(Pallas, 1770)","accepted"
34,"Animalia","Chordata","Charadriiformes","Laridae","Thalasseus","Thalasseus maximus","-16.166667","11","2015",NA,NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Sterna maxima","(Boddaert, 1783)","unaccepted"
35,"Animalia","Chordata","Charadriiformes","Laridae","Larus","Larus cirrocephalus","-16.166667","11","2015",NA,NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Larus cirrocephalus","Vieillot, 1818","accepted"
36,"Animalia","Chordata","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus genei","-16.166667","11","2015",NA,NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Chroicocephalus genei","(Breme, 1839)","accepted"
37,"Animalia","Chordata","Ciconiiformes","Threskiornithidae","Threskiornis","Threskiornis aethiopicus","-16.166667","11","2015",NA,NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Threskiornis aethiopicus","(Latham, 1790)","accepted"
38,"Animalia","Chordata","Ciconiiformes","Ardeidae","Egretta","Egretta gularis","-16.166667","11","2015",NA,NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Egretta gularis","(Bosc, 1792)","accepted"
39,"Animalia","Chordata","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus genei","-16.166667","11","2015",NA,NA,"Marine Bird","0","0",NA,"A. Insambé, 2021, Tendências e ameaças às populações reprodutoras de aves marinhas na Guiné-Bissau","Chroicocephalus genei","(Breme, 1839)","accepted"
40,"Animalia","Chordata","Testudines","Cheloniidae","Chelonia","Chelonia mydas","-15.722908","10.869138","2016",NA,NA,"Marine Reptiles","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Chelonia mydas","(Linnaeus, 1758)","accepted"
41,"Animalia","Chordata","Charadriiformes","Laridae","Thalasseus","Thalasseus bengalensis","-15.722908","10.869138","2016",NA,NA,"Marine Bird","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Sterna bengalensis","(Lesson, 1831)","unaccepted"
42,"Animalia","Chordata","Charadriiformes","Laridae","Thalasseus","Thalasseus maximus","-15.722908","10.869138","2016",NA,NA,"Marine Bird","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Sterna maxima","(Boddaert, 1783)","unaccepted"
43,"Animalia","Chordata","Albuliformes","Albulidae","Albula","Albula vulpes","-15.644428","11.052196","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Albula vulpes","(Linnaeus, 1758)","accepted"
44,"Animalia","Chordata","Albuliformes","Albulidae","Albula","Albula vulpes","-15.705186","11.004552","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Albula vulpes","(Linnaeus, 1758)","accepted"
45,"Animalia","Chordata","Atheriniformes","Atherinidae","Atherina","Atherina lopeziana","-15.644428","11.052196","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Atherina lopeziana","Rossignol & Blache, 1961","accepted"
46,"Animalia","Chordata","Atheriniformes","Atherinidae","Atherina","Atherina lopeziana","-15.705186","11.004552","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Atherina lopeziana","Rossignol & Blache, 1961","accepted"
47,"Animalia","Chordata","Beloniformes","Belonidae","Tylosurus","Tylosurus acus","-15.705186","11.004552","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Tylosurus acus","(Lacepède, 1803)","accepted"
48,"Animalia","Chordata","Beloniformes","Belonidae","Tylosurus","Tylosurus crocodilus","-15.644428","11.052196","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Tylosurus crocodilus","(Péron & Lesueur, 1821)","accepted"
49,"Animalia","Chordata","Beloniformes","Belonidae","Tylosurus","Tylosurus crocodilus","-15.705186","11.004552","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Tylosurus crocodilus","(Péron & Lesueur, 1821)","accepted"
50,"Animalia","Chordata","Clupeiformes","Dorosomatidae","Ethmalosa","Ethmalosa fimbriata","-15.705186","11.004552","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Ethmalosa fimbriata","(Bowdich, 1825)","accepted"
51,"Animalia","Chordata","Clupeiformes","Dorosomatidae","Ethmalosa","Ethmalosa fimbriata","-15.644428","11.052196","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Ethmalosa fimbriata","(Bowdich, 1825)","accepted"
52,"Animalia","Chordata","Clupeiformes","Dorosomatidae","Ethmalosa","Ethmalosa fimbriata","-15.666301","10.979323","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Ethmalosa fimbriata","(Bowdich, 1825)","accepted"
53,"Animalia","Chordata","Clupeiformes","Dorosomatidae","Sardinella","Sardinella maderensis","-15.705186","11.004552","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Sardinella maderensis","(Lowe, 1838)","accepted"
54,"Animalia","Chordata","Clupeiformes","Pristigasteridae","Ilisha","Ilisha africana","-15.644428","11.052196","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Ilisha africana","(Bloch, 1795)","accepted"
55,"Animalia","Chordata","Clupeiformes","Dorosomatidae","Sardinella","Sardinella maderensis","-15.666301","10.979323","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Sardinella maderensis","(Lowe, 1838)","accepted"
56,"Animalia","Chordata","Clupeiformes","Dorosomatidae","Sardinella","Sardinella maderensis","-15.705186","11.004552","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Sardinella maderensis","(Lowe, 1838)","accepted"
57,"Animalia","Chordata","Clupeiformes","Dorosomatidae","Sardinella","Sardinella maderensis","-15.644428","11.052196","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Sardinella maderensis","(Lowe, 1838)","accepted"
58,"Animalia","Chordata","Elopiformes","Elopidae","Elops","Elops lacerta","-15.644428","11.052196","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Elops lacerta","Valenciennes, 1847","accepted"
59,"Animalia","Chordata","Mugiliformes","Mugilidae","Liza","Liza dumerili","-15.666301","10.979323","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Chelon dumerili","(Steindachner, 1870)","unaccepted"
60,"Animalia","Chordata","Mugiliformes","Mugilidae","Liza","Liza dumerili","-15.705186","11.004552","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Chelon dumerili","(Steindachner, 1870)","unaccepted"
61,"Animalia","Chordata","Mugiliformes","Mugilidae","Liza","Liza dumerili","-15.644428","11.052196","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Chelon dumerili","(Steindachner, 1870)","unaccepted"
62,"Animalia","Chordata","Mugiliformes","Mugilidae","Liza","Liza grandisquamis","-15.644428","11.052196","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Parachelon grandisquamis","(Valenciennes, 1836)","unaccepted"
63,"Animalia","Chordata","Mugiliformes","Mugilidae","Liza","Liza grandisquamis","-15.666301","10.979323","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Parachelon grandisquamis","(Valenciennes, 1836)","unaccepted"
64,"Animalia","Chordata","Mugiliformes","Mugilidae","Mugil","Mugil bananensis","-15.666301","10.979323","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Mugil bananensis","(Pellegrin, 1927)","accepted"
65,"Animalia","Chordata","Mugiliformes","Mugilidae","Mugil","Mugil bananensis","-15.705186","11.004552","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Mugil bananensis","(Pellegrin, 1927)","accepted"
66,"Animalia","Chordata","Mugiliformes","Mugilidae","Mugil","Mugil bananensis","-15.644428","11.052196","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Mugil bananensis","(Pellegrin, 1927)","accepted"
67,"Animalia","Chordata","Mugiliformes","Mugilidae","Mugil","Mugil curema","-15.644428","11.052196","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Mugil curema","Valenciennes, 1836","accepted"
68,"Animalia","Chordata","Mugiliformes","Mugilidae","Mugil","Mugil curema","-15.705186","11.004552","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Mugil curema","Valenciennes, 1836","accepted"
69,"Animalia","Chordata","Carangiformes","Carangidae","Alectis","Alectis alexandrinus","-15.644428","11.052196","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Alectis alexandrina","(Geoffroy Saint-Hilaire, 1817)","unaccepted"
70,"Animalia","Chordata","Carangiformes","Carangidae","Trachinotus","Trachinotus goreensis","-15.705186","11.004552","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Trachinotus goreensis","Cuvier, 1832","accepted"
71,"Animalia","Chordata","Carangiformes","Carangidae","Trachinotus","Trachinotus goreensis","-15.644428","11.052196","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Trachinotus goreensis","Cuvier, 1832","accepted"
72,"Animalia","Chordata","Carangiformes","Carangidae","Trachinotus","Trachinotus ovatus","-15.666301","10.979323","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Trachinotus ovatus","(Linnaeus, 1758)","accepted"
73,"Animalia","Chordata","Carangiformes","Carangidae","Trachinotus","Trachinotus ovatus","-15.705186","11.004552","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Trachinotus ovatus","(Linnaeus, 1758)","accepted"
74,"Animalia","Chordata","Carangiformes","Carangidae","Trachinotus","Trachinotus ovatus","-15.644428","11.052196","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Trachinotus ovatus","(Linnaeus, 1758)","accepted"
75,"Animalia","Chordata","Cichliformes","Cichlidae","Tilapia","Tilapia guineensis","-15.644428","11.052196","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Coptodon guineensis","(Günther, 1862)","unaccepted"
76,"Animalia","Chordata","Acanthuriformes","Drepaneidae","Drepane","Drepane africana","-15.644428","11.052196","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Drepane africana","Osório, 1892","accepted"
77,"Animalia","Chordata","Eupercaria incertae sedis","Gerreidae","Eucinostomus","Eucinostomus melanopterus","-15.644428","11.052196","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Eucinostomus melanopterus","(Bleeker, 1863)","accepted"
78,"Animalia","Chordata","Eupercaria incertae sedis","Gerreidae","Eucinostomus","Eucinostomus melanopterus","-15.666301","10.979323","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Eucinostomus melanopterus","(Bleeker, 1863)","accepted"
79,"Animalia","Chordata","Eupercaria incertae sedis","Gerreidae","Eucinostomus","Eucinostomus melanopterus","-15.705186","11.004552","2016","2",NA,"Marine Fish","0","0",NA,"E. Dias, 2016, Caracterização da Comunidade de Pequenos Peixes Pelágicos e da Dieta do Predador, Caranx hippos, no Parque Nacional Marinho João Vieira Poilão, Guiné-Bissau","Eucinostomus melanopterus","(Bleeker, 1863)","accepted"
